hpo_id,hpo_name,feature,direction,arm,n_patients,n_gold_patients,z,se,p,rank,n_features,q,direction_ok,passed,specific
HP:0000327,Hypoplasia of the maxilla,midface_width,-1,GOLD,3,3,-0.4152816950259104,0.528745162973206,0.5144819150346205,58.0,120,0.6798511020100343,False,False,False
HP:0000664,Synophrys,eb_inter_distance,-1,GOLD,105,105,-0.436969654943014,0.10554129982089011,7.069034305878252e-05,22.0,120,0.0002490993041119003,False,False,False
HP:0020045,Esodeviation,gaze_asym_norm,1,GOLD,2,2,-0.45387182679482496,0.8129512518186163,,59.0,120,,False,False,False
HP:0000341,Narrow forehead,forehead_width_upper,-1,GOLD,28,28,-0.4589100767340459,0.1792414050046119,0.016368890358645576,23.0,120,0.034608511043993505,False,False,False
HP:0000161,Median cleft upper lip,lip_midline_x_std,1,GOLD,1,1,-0.535754307332369,,,82.0,120,,False,False,False
HP:0045074,Thin eyebrow,eb_thickness_mean,-1,GOLD,4,4,-0.6392705892862305,0.5266368881125166,0.311640895873176,58.0,120,0.43512125084179293,False,False,False
HP:0000293,Full cheeks,cheek_area_mean,1,GOLD,38,38,-0.6549852939700768,0.11293141129767825,1.1721340915391425e-06,5.0,120,5.782528184926436e-06,False,False,False
HP:0000324,Facial asymmetry,face_asymmetry,1,GOLD,8,8,-0.6969046309375682,0.18622746686202318,0.007241619307725995,36.0,120,0.016746244649116365,False,False,False
HP:0010806,U-Shaped upper lip vermilion,mouth_upper_curvature_c2,1,GOLD,2,2,-0.7418634605248577,0.10359145726581485,,16.0,120,,False,False,False
HP:0000446,Narrow nasal bridge,nose_bridge_width,-1,GOLD,15,15,-0.7784862367068264,0.24160869546858435,0.006144491674745981,21.0,120,0.014667496255845245,False,False,False
HP:0000537,Epicanthus inversus,eye_epicanthus_angle_mean,-1,GOLD,1,1,-0.8431743571014383,,,46.0,120,,False,False,False
